"Diplomas and Completion"
3/17/2022

Year,Level,Division,Subgroup,Cohort,"Dropout Count","Dropout Rate","Advanced Diplomas","Standard Count","Other Diplomas Count","GED ISAEP","Standard and Other Diplomas Count","GED Other Non-Graduation Count","Other Non-Graduation Count"
2020,DIV,"King William County Public Schools",Male,102,6,5.9,24,65,3,0,4,4,68
2020,DIV,"King William County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2020,DIV,"King William County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2020,DIV,"King William County Public Schools","Students with Disabilities",23,5,21.7,0,14,4,0,0,0,18
2020,DIV,"King William County Public Schools",White,137,6,4.4,56,67,2,0,6,6,69
2020,DIV,"King and Queen County Public Schools","All Students",32,2,6.3,9,19,1,0,1,1,20
2020,DIV,"King and Queen County Public Schools",Black,12,1,8.3,2,7,1,0,1,1,8
2020,DIV,"King and Queen County Public Schools","Economically Disadvantaged",15,2,13.3,1,10,1,0,1,1,11
2020,DIV,"King and Queen County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2020,DIV,"King and Queen County Public Schools",Female,18,1,5.6,6,9,1,0,1,1,10
2020,DIV,"King and Queen County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2020,DIV,"King and Queen County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2020,DIV,"King and Queen County Public Schools",Male,14,1,7.1,3,10,0,0,0,0,10
2020,DIV,"King and Queen County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2020,DIV,"King and Queen County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2020,DIV,"King and Queen County Public Schools","Students with Disabilities",<,0,0,<,<,<,<,<,<,<
2020,DIV,"King and Queen County Public Schools",White,12,1,8.3,3,8,0,0,0,0,8
2020,DIV,"Lancaster County Public Schools","All Students",94,7,7.4,41,40,3,0,3,3,43
2020,DIV,"Lancaster County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Lancaster County Public Schools",Black,45,4,8.9,9,28,3,0,1,1,31
2020,DIV,"Lancaster County Public Schools","Economically Disadvantaged",68,7,10.3,19,36,3,0,3,3,39
2020,DIV,"Lancaster County Public Schools",Female,50,1,2,30,18,0,0,1,1,18
2020,DIV,"Lancaster County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Lancaster County Public Schools",Male,44,6,13.6,11,22,3,0,2,2,25
2020,DIV,"Lancaster County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Lancaster County Public Schools","Students with Disabilities",13,1,7.7,1,8,3,0,0,0,11
2020,DIV,"Lancaster County Public Schools",White,43,3,7,28,10,0,0,2,2,10
2020,DIV,"Lee County Public Schools","All Students",228,4,1.8,69,120,12,4,19,23,132
2020,DIV,"Lee County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Lee County Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Lee County Public Schools","Economically Disadvantaged",126,4,3.2,23,69,9,4,17,21,78
2020,DIV,"Lee County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Lee County Public Schools",Female,117,2,1.7,39,60,5,2,9,11,65
2020,DIV,"Lee County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Lee County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Lee County Public Schools",Male,111,2,1.8,30,60,7,2,10,12,67
2020,DIV,"Lee County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Lee County Public Schools","Students with Disabilities",28,1,3.6,0,13,12,1,1,2,25
2020,DIV,"Lee County Public Schools",White,221,4,1.8,66,117,11,4,19,23,128
2020,DIV,"Loudoun County Public Schools","All Students",6498,91,1.4,4867,1402,74,23,41,64,1476
2020,DIV,"Loudoun County Public Schools","American Indian",16,0,0,9,4,2,0,1,1,6
2020,DIV,"Loudoun County Public Schools",Asian,1306,4,.3,1145,142,10,0,5,5,152
2020,DIV,"Loudoun County Public Schools",Black,444,5,1.1,266,160,10,0,3,3,170
2020,DIV,"Loudoun County Public Schools","Economically Disadvantaged",1404,66,4.7,654,611,35,8,30,38,646
2020,DIV,"Loudoun County Public Schools","English Learners",535,61,11.4,141,302,14,4,13,17,316
2020,DIV,"Loudoun County Public Schools",Female,3284,26,.8,2632,576,21,9,20,29,597
2020,DIV,"Loudoun County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Loudoun County Public Schools",Hispanic,1112,72,6.5,557,438,13,9,23,32,451
2020,DIV,"Loudoun County Public Schools",Homeless,108,24,22.2,24,51,2,2,5,7,53
2020,DIV,"Loudoun County Public Schools",Male,3211,65,2,2233,825,53,14,21,35,878
2020,DIV,"Loudoun County Public Schools","Military Connected",90,0,0,72,18,0,0,0,0,18
2020,DIV,"Loudoun County Public Schools","Multiple Races",334,1,.3,267,60,2,2,2,4,62
2020,DIV,"Loudoun County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Loudoun County Public Schools","Students with Disabilities",719,17,2.4,225,391,74,7,3,12,465
2020,DIV,"Loudoun County Public Schools",White,3279,9,.3,2617,598,37,11,7,18,635
2020,DIV,"Louisa County Public Schools","All Students",355,15,4.2,189,128,15,7,1,8,143
2020,DIV,"Louisa County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Louisa County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Louisa County Public Schools",Black,61,0,0,27,29,4,1,0,1,33
2020,DIV,"Louisa County Public Schools","Economically Disadvantaged",154,10,6.5,54,71,12,6,1,7,83
2020,DIV,"Louisa County Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2020,DIV,"Louisa County Public Schools",Female,182,6,3.3,120,44,7,4,1,5,51
2020,DIV,"Louisa County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2020,DIV,"Louisa County Public Schools",Hispanic,19,2,10.5,10,6,1,0,0,0,7
2020,DIV,"Louisa County Public Schools",Male,173,9,5.2,69,84,8,3,0,3,92
2020,DIV,"Louisa County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Louisa County Public Schools","Multiple Races",27,1,3.7,13,11,1,1,0,1,12
2020,DIV,"Louisa County Public Schools","Students with Disabilities",73,7,9.6,9,42,15,0,0,0,57
2020,DIV,"Louisa County Public Schools",White,244,12,4.9,136,81,9,5,1,6,90
2020,DIV,"Lunenburg County Public Schools","All Students",106,6,5.7,42,50,5,2,1,3,55
2020,DIV,"Lunenburg County Public Schools",Black,30,2,6.7,7,19,1,0,1,1,20
2020,DIV,"Lunenburg County Public Schools","Economically Disadvantaged",52,3,5.8,10,33,5,1,0,1,38
2020,DIV,"Lunenburg County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Lunenburg County Public Schools",Female,58,0,0,29,24,2,2,1,3,26
2020,DIV,"Lunenburg County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Lunenburg County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Lunenburg County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2020,DIV,"Lunenburg County Public Schools",Male,48,6,12.5,13,26,3,0,0,0,29
2020,DIV,"Lunenburg County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Lunenburg County Public Schools","Multiple Races",10,0,0,5,4,1,0,0,0,5
2020,DIV,"Lunenburg County Public Schools","Students with Disabilities",13,1,7.7,0,7,5,0,0,0,12
2020,DIV,"Lunenburg County Public Schools",White,57,4,7,26,23,2,2,0,2,25
2020,DIV,"Lynchburg City Public Schools","All Students",597,45,7.5,256,241,15,17,23,40,256
2020,DIV,"Lynchburg City Public Schools","American Indian",<,<,<,<,<,<,<,<,<,<
2020,DIV,"Lynchburg City Public Schools",Asian,15,0,0,13,2,0,0,0,0,2
2020,DIV,"Lynchburg City Public Schools",Black,298,23,7.7,89,149,11,8,18,26,160
2020,DIV,"Lynchburg City Public Schools","Economically Disadvantaged",275,18,6.5,78,144,7,10,18,28,151
2020,DIV,"Lynchburg City Public Schools","English Learners",18,8,44.4,4,5,1,0,0,0,6
2020,DIV,"Lynchburg City Public Schools",Female,310,19,6.1,141,126,9,6,9,15,135
2020,DIV,"Lynchburg City Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2020,DIV,"Lynchburg City Public Schools",Hispanic,37,8,21.6,14,13,1,0,1,1,14
2020,DIV,"Lynchburg City Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2020,DIV,"Lynchburg City Public Schools",Male,287,26,9.1,115,115,6,11,14,25,121
2020,DIV,"Lynchburg City Public Schools","Military Connected",<,<,<,<,<,<,<,<,<,<
2020,DIV,"Lynchburg City Public Schools","Multiple Races",42,4,9.5,14,20,1,1,2,3,21
2020,DIV,"Lynchburg City Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Lynchburg City Public Schools","Students with Disabilities",64,12,18.8,0,34,15,1,2,3,49
2020,DIV,"Lynchburg City Public Schools",White,198,9,4.5,122,55,2,8,2,10,57
2020,DIV,"Madison County Public Schools","All Students",115,1,.9,64,47,1,0,2,2,48
2020,DIV,"Madison County Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Madison County Public Schools","Economically Disadvantaged",43,1,2.3,14,26,0,0,2,2,26
2020,DIV,"Madison County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Madison County Public Schools",Female,57,1,1.8,35,20,0,0,1,1,20
2020,DIV,"Madison County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Madison County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Madison County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Madison County Public Schools",Male,58,0,0,29,27,1,0,1,1,28
2020,DIV,"Madison County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Madison County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Madison County Public Schools","Students with Disabilities",11,1,9.1,0,9,1,0,0,0,10
2020,DIV,"Madison County Public Schools",White,96,1,1,60,32,1,0,2,2,33
2020,DIV,"Manassas City Public Schools","All Students",550,55,10,206,240,3,3,43,46,243
2020,DIV,"Manassas City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Manassas City Public Schools",Asian,16,0,0,7,9,0,0,0,0,9
2020,DIV,"Manassas City Public Schools",Black,53,1,1.9,19,28,1,0,4,4,29
2020,DIV,"Manassas City Public Schools","Economically Disadvantaged",275,23,8.4,86,137,1,1,27,28,138
2020,DIV,"Manassas City Public Schools","English Learners",149,41,27.5,16,79,2,0,11,11,81
2020,DIV,"Manassas City Public Schools",Female,252,12,4.8,125,101,0,0,14,14,101
2020,DIV,"Manassas City Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2020,DIV,"Manassas City Public Schools",Hispanic,361,47,13,110,166,2,2,34,36,168
2020,DIV,"Manassas City Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Manassas City Public Schools",Male,298,43,14.4,81,139,3,3,29,32,142
2020,DIV,"Manassas City Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Manassas City Public Schools","Multiple Races",37,3,8.1,16,14,0,0,4,4,14
2020,DIV,"Manassas City Public Schools","Students with Disabilities",73,6,8.2,7,53,3,0,4,4,56
2020,DIV,"Manassas City Public Schools",White,80,4,5,54,20,0,1,1,2,20
2020,DIV,"Manassas Park City Public Schools","All Students",265,24,9.1,139,94,5,1,2,3,99
2020,DIV,"Manassas Park City Public Schools",Asian,22,0,0,19,3,0,0,0,0,3
2020,DIV,"Manassas Park City Public Schools",Black,17,0,0,12,5,0,0,0,0,5
2020,DIV,"Manassas Park City Public Schools","Economically Disadvantaged",149,10,6.7,67,65,5,1,1,2,70
2020,DIV,"Manassas Park City Public Schools","English Learners",86,21,24.4,17,45,2,0,0,1,47
2020,DIV,"Manassas Park City Public Schools",Female,126,5,4,81,39,0,0,1,1,39
2020,DIV,"Manassas Park City Public Schools",Hispanic,170,23,13.5,67,74,3,1,2,3,77
2020,DIV,"Manassas Park City Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Manassas Park City Public Schools",Male,139,19,13.7,58,55,5,1,1,2,60
2020,DIV,"Manassas Park City Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Manassas Park City Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Manassas Park City Public Schools","Students with Disabilities",30,1,3.3,5,18,5,0,0,1,23
2020,DIV,"Manassas Park City Public Schools",White,51,1,2,37,11,2,0,0,0,13
2020,DIV,"Martinsville City Public Schools","All Students",147,6,4.1,61,78,0,1,1,2,78
2020,DIV,"Martinsville City Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Martinsville City Public Schools",Black,80,4,5,27,48,0,0,1,1,48
2020,DIV,"Martinsville City Public Schools","Economically Disadvantaged",90,4,4.4,31,53,0,1,1,2,53
2020,DIV,"Martinsville City Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Martinsville City Public Schools",Female,66,1,1.5,34,30,0,0,1,1,30
2020,DIV,"Martinsville City Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Martinsville City Public Schools",Hispanic,23,0,0,9,14,0,0,0,0,14
2020,DIV,"Martinsville City Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Martinsville City Public Schools",Male,81,5,6.2,27,48,0,1,0,1,48
2020,DIV,"Martinsville City Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Martinsville City Public Schools","Multiple Races",10,0,0,5,5,0,0,0,0,5
2020,DIV,"Martinsville City Public Schools","Students with Disabilities",14,1,7.1,3,10,0,0,0,0,10
2020,DIV,"Martinsville City Public Schools",White,32,2,6.3,18,11,0,1,0,1,11
2020,DIV,"Mathews County Public Schools","All Students",67,5,7.5,31,27,1,2,1,3,28
2020,DIV,"Mathews County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Mathews County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Mathews County Public Schools",Black,<,<,<,<,<,<,<,<,<,<
2020,DIV,"Mathews County Public Schools","Economically Disadvantaged",36,4,11.1,12,17,1,1,1,2,18
2020,DIV,"Mathews County Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2020,DIV,"Mathews County Public Schools",Female,33,0,0,20,12,1,0,0,0,13
2020,DIV,"Mathews County Public Schools",Hispanic,<,<,<,<,<,<,<,<,<,<
2020,DIV,"Mathews County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Mathews County Public Schools",Male,34,5,14.7,11,15,0,2,1,3,15
2020,DIV,"Mathews County Public Schools","Military Connected",<,<,<,<,<,<,<,<,<,<
2020,DIV,"Mathews County Public Schools","Multiple Races",<,<,<,<,<,<,<,<,<,<
2020,DIV,"Mathews County Public Schools","Students with Disabilities",<,<,<,<,<,<,<,<,<,<
2020,DIV,"Mathews County Public Schools",White,49,2,4.1,23,20,1,2,1,3,21
2020,DIV,"Mecklenburg County Public Schools","All Students",330,18,5.5,125,170,8,0,9,9,178
2020,DIV,"Mecklenburg County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Mecklenburg County Public Schools",Black,127,10,7.9,33,73,6,0,5,5,79
2020,DIV,"Mecklenburg County Public Schools","Economically Disadvantaged",178,11,6.2,36,117,6,0,8,8,123
2020,DIV,"Mecklenburg County Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2020,DIV,"Mecklenburg County Public Schools",Female,165,7,4.2,70,81,3,0,4,4,84
2020,DIV,"Mecklenburg County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Mecklenburg County Public Schools",Hispanic,20,1,5,7,12,0,0,0,0,12
2020,DIV,"Mecklenburg County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Mecklenburg County Public Schools",Male,165,11,6.7,55,89,5,0,5,5,94
2020,DIV,"Mecklenburg County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Mecklenburg County Public Schools","Multiple Races",11,2,18.2,2,6,0,0,1,1,6
2020,DIV,"Mecklenburg County Public Schools","Students with Disabilities",32,2,6.3,0,22,8,0,0,0,30
2020,DIV,"Mecklenburg County Public Schools",White,170,5,2.9,81,79,2,0,3,3,81
2020,DIV,"Middlesex County Public Schools","All Students",100,3,3,37,51,4,0,5,5,55
2020,DIV,"Middlesex County Public Schools",Black,13,0,0,1,9,2,0,1,1,11
2020,DIV,"Middlesex County Public Schools","Economically Disadvantaged",50,1,2,11,32,2,0,4,4,34
2020,DIV,"Middlesex County Public Schools",Female,49,1,2,22,22,0,0,4,4,22
2020,DIV,"Middlesex County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Middlesex County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Middlesex County Public Schools",Male,51,2,3.9,15,29,4,0,1,1,33
2020,DIV,"Middlesex County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Middlesex County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Middlesex County Public Schools","Students with Disabilities",11,0,0,2,5,4,0,0,0,9
2020,DIV,"Middlesex County Public Schools",White,79,3,3.8,33,37,2,0,4,4,39
2020,DIV,"Montgomery County Public Schools","All Students",783,27,3.4,436,290,19,1,10,11,309
2020,DIV,"Montgomery County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Montgomery County Public Schools",Asian,27,0,0,24,2,1,0,0,0,3
2020,DIV,"Montgomery County Public Schools",Black,34,2,5.9,10,18,2,0,2,2,20
2020,DIV,"Montgomery County Public Schools","Economically Disadvantaged",260,21,8.1,67,147,15,1,9,10,162
2020,DIV,"Montgomery County Public Schools","English Learners",13,1,7.7,5,7,0,0,0,0,7
2020,DIV,"Montgomery County Public Schools",Female,395,9,2.3,242,130,8,1,5,6,138
2020,DIV,"Montgomery County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2020,DIV,"Montgomery County Public Schools",Hispanic,41,2,4.9,19,17,1,0,2,2,18
2020,DIV,"Montgomery County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2020,DIV,"Montgomery County Public Schools",Male,387,18,4.7,194,159,11,0,5,5,170
2020,DIV,"Montgomery County Public Schools","Military Connected",12,0,0,9,3,0,0,0,0,3
2020,DIV,"Montgomery County Public Schools","Multiple Races",36,2,5.6,19,14,1,0,0,0,15
2020,DIV,"Montgomery County Public Schools","Students with Disabilities",70,9,12.9,2,40,19,0,0,0,59
2020,DIV,"Montgomery County Public Schools",White,643,21,3.3,362,239,14,1,6,7,253
2020,DIV,"Nelson County Public Schools","All Students",158,6,3.8,69,72,5,2,4,6,77
2020,DIV,"Nelson County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Nelson County Public Schools",Black,17,0,0,3,10,3,1,0,1,13
2020,DIV,"Nelson County Public Schools","Economically Disadvantaged",80,5,6.3,19,47,4,2,3,5,51
2020,DIV,"Nelson County Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2020,DIV,"Nelson County Public Schools",Female,79,0,0,40,34,2,2,1,3,36
2020,DIV,"Nelson County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Nelson County Public Schools",Hispanic,13,2,15.4,3,8,0,0,0,0,8
2020,DIV,"Nelson County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Nelson County Public Schools",Male,79,6,7.6,29,38,3,0,3,3,41
2020,DIV,"Nelson County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Nelson County Public Schools","Students with Disabilities",25,5,20,1,12,5,0,2,2,17
2020,DIV,"Nelson County Public Schools",White,119,4,3.4,61,47,2,1,4,5,49
2020,DIV,"New Kent County Public Schools","All Students",229,0,0,121,90,6,2,10,12,96
2020,DIV,"New Kent County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2020,DIV,"New Kent County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2020,DIV,"New Kent County Public Schools",Black,29,0,0,14,12,2,1,0,1,14
2020,DIV,"New Kent County Public Schools","Economically Disadvantaged",49,0,0,19,23,2,1,4,5,25
2020,DIV,"New Kent County Public Schools",Female,114,0,0,71,38,2,1,2,3,40
2020,DIV,"New Kent County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2020,DIV,"New Kent County Public Schools",Male,115,0,0,50,52,4,1,8,9,56
2020,DIV,"New Kent County Public Schools","Military Connected",10,0,0,4,6,0,0,0,0,6
2020,DIV,"New Kent County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2020,DIV,"New Kent County Public Schools","Students with Disabilities",24,0,0,0,17,6,1,0,1,23
2020,DIV,"New Kent County Public Schools",White,177,0,0,94,69,4,1,9,10,73
2020,DIV,"Newport News City Public Schools","All Students",1724,22,1.3,779,820,33,23,47,70,853
2020,DIV,"Newport News City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Newport News City Public Schools",Asian,51,0,0,39,12,0,0,0,0,12
2020,DIV,"Newport News City Public Schools",Black,997,12,1.2,420,500,22,9,34,43,522
2020,DIV,"Newport News City Public Schools","Economically Disadvantaged",828,10,1.2,288,475,14,9,32,41,489
2020,DIV,"Newport News City Public Schools","English Learners",75,3,4,13,58,0,0,1,1,58
2020,DIV,"Newport News City Public Schools",Female,819,7,.9,422,347,12,12,19,31,359
2020,DIV,"Newport News City Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2020,DIV,"Newport News City Public Schools",Hispanic,194,4,2.1,78,99,3,4,6,10,102
2020,DIV,"Newport News City Public Schools",Homeless,13,5,38.5,3,4,0,1,0,1,4
2020,DIV,"Newport News City Public Schools",Male,904,15,1.7,357,472,21,11,28,39,493
2020,DIV,"Newport News City Public Schools","Military Connected",142,1,.7,80,55,2,2,2,4,57
2020,DIV,"Newport News City Public Schools","Multiple Races",73,2,2.7,37,30,0,3,1,4,30
2020,DIV,"Newport News City Public Schools","Native Hawaiian",12,0,0,6,6,0,0,0,0,6
2020,DIV,"Newport News City Public Schools","Students with Disabilities",219,5,2.3,16,153,33,1,10,12,186
2020,DIV,"Newport News City Public Schools",White,394,4,1,198,171,8,7,6,13,179
2020,DIV,"Norfolk City Public Schools","All Students",1807,145,8,652,858,39,37,76,113,897
2020,DIV,"Norfolk City Public Schools","American Indian",10,0,0,4,6,0,0,0,0,6
2020,DIV,"Norfolk City Public Schools",Asian,51,1,2,38,11,1,0,0,0,12
2020,DIV,"Norfolk City Public Schools",Black,1097,104,9.5,302,580,26,23,62,85,606
2020,DIV,"Norfolk City Public Schools","Economically Disadvantaged",996,61,6.1,249,582,26,15,63,78,608
2020,DIV,"Norfolk City Public Schools","English Learners",71,14,19.7,10,43,4,0,0,0,47
2020,DIV,"Norfolk City Public Schools",Female,906,55,6.1,397,398,10,11,35,46,408
2020,DIV,"Norfolk City Public Schools",Hispanic,147,21,14.3,44,71,6,4,1,5,77
2020,DIV,"Norfolk City Public Schools",Homeless,22,4,18.2,3,15,0,0,0,0,15
2020,DIV,"Norfolk City Public Schools",Male,901,90,10,255,460,29,26,41,67,489
2020,DIV,"Norfolk City Public Schools","Military Connected",199,4,2,93,95,4,1,2,3,99
2020,DIV,"Norfolk City Public Schools","Multiple Races",118,6,5.1,49,55,2,1,5,6,57
2020,DIV,"Norfolk City Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Norfolk City Public Schools","Students with Disabilities",129,13,10.1,6,65,39,5,0,6,104
2020,DIV,"Norfolk City Public Schools",White,381,13,3.4,213,134,4,9,8,17,138
2020,DIV,"Northampton County Public Schools","All Students",106,8,7.5,35,59,1,0,3,3,60
2020,DIV,"Northampton County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Northampton County Public Schools",Black,53,5,9.4,10,35,1,0,2,2,36
2020,DIV,"Northampton County Public Schools","Economically Disadvantaged",86,7,8.1,24,52,1,0,2,2,53
2020,DIV,"Northampton County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Northampton County Public Schools",Female,60,3,5,25,30,1,0,1,1,31
2020,DIV,"Northampton County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2020,DIV,"Northampton County Public Schools",Hispanic,24,0,0,9,15,0,0,0,0,15
2020,DIV,"Northampton County Public Schools",Homeless,13,0,0,4,8,0,0,1,1,8
2020,DIV,"Northampton County Public Schools",Male,46,5,10.9,10,29,0,0,2,2,29
2020,DIV,"Northampton County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Northampton County Public Schools","Students with Disabilities",13,4,30.8,0,6,1,0,2,2,7
2020,DIV,"Northampton County Public Schools",White,25,3,12,14,8,0,0,0,0,8
2020,DIV,"Northumberland County Public Schools","All Students",112,2,1.8,54,52,2,0,2,2,54
2020,DIV,"Northumberland County Public Schools",Black,40,0,0,10,28,1,0,1,1,29
2020,DIV,"Northumberland County Public Schools","Economically Disadvantaged",54,1,1.9,20,30,1,0,2,2,31
2020,DIV,"Northumberland County Public Schools",Female,58,1,1.7,33,21,1,0,2,2,22
2020,DIV,"Northumberland County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Northumberland County Public Schools",Male,54,1,1.9,21,31,1,0,0,0,32
2020,DIV,"Northumberland County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Northumberland County Public Schools","Students with Disabilities",17,0,0,1,14,2,0,0,0,16
2020,DIV,"Northumberland County Public Schools",White,63,2,3.2,41,18,1,0,1,1,19
2020,DIV,"Norton City Public Schools","All Students",63,2,3.2,33,28,0,0,0,0,28
2020,DIV,"Norton City Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Norton City Public Schools","Economically Disadvantaged",34,2,5.9,10,22,0,0,0,0,22
2020,DIV,"Norton City Public Schools",Female,30,0,0,20,10,0,0,0,0,10
2020,DIV,"Norton City Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Norton City Public Schools",Male,33,2,6.1,13,18,0,0,0,0,18
2020,DIV,"Norton City Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Norton City Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Norton City Public Schools","Students with Disabilities",15,1,6.7,0,14,0,0,0,0,14
2020,DIV,"Norton City Public Schools",White,59,2,3.4,32,25,0,0,0,0,25
2020,DIV,"Nottoway County Public Schools","All Students",156,16,10.3,56,72,4,0,8,8,76
2020,DIV,"Nottoway County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2020,DIV,"Nottoway County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2020,DIV,"Nottoway County Public Schools",Black,64,10,15.6,13,36,2,0,3,3,38
2020,DIV,"Nottoway County Public Schools","Economically Disadvantaged",93,15,16.1,22,46,4,0,6,6,50
2020,DIV,"Nottoway County Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
