"On-time Graduation Rate"
3/17/2022

Year,Level,Division,Subgroup,Cohort,"Graduation Count","Virginia On-Time Graduation Rate","Completer Count","Completion Rate"
2020,DIV,"Fauquier County Public Schools","Military Connected",14,14,100,14,100
2020,DIV,"Fauquier County Public Schools","Multiple Races",40,39,97.5,39,97.5
2020,DIV,"Fauquier County Public Schools","Native Hawaiian",<,<,100,<,100
2020,DIV,"Fauquier County Public Schools","Students with Disabilities",142,133,93.7,135,95.1
2020,DIV,"Fauquier County Public Schools",White,651,631,96.9,637,97.8
2020,DIV,"Floyd County Public Schools","All Students",146,143,97.9,143,97.9
2020,DIV,"Floyd County Public Schools",Black,<,<,100,<,100
2020,DIV,"Floyd County Public Schools","Economically Disadvantaged",47,46,97.9,46,97.9
2020,DIV,"Floyd County Public Schools","English Learners",<,<,100,<,100
2020,DIV,"Floyd County Public Schools",Female,70,67,95.7,67,95.7
2020,DIV,"Floyd County Public Schools",Hispanic,<,<,100,<,100
2020,DIV,"Floyd County Public Schools",Homeless,<,<,100,<,100
2020,DIV,"Floyd County Public Schools",Male,76,76,100,76,100
2020,DIV,"Floyd County Public Schools","Multiple Races",<,<,100,<,100
2020,DIV,"Floyd County Public Schools","Students with Disabilities",11,11,100,11,100
2020,DIV,"Floyd County Public Schools",White,134,131,97.8,131,97.8
2020,DIV,"Fluvanna County Public Schools","All Students",278,265,95.3,265,95.3
2020,DIV,"Fluvanna County Public Schools","American Indian",<,<,100,<,100
2020,DIV,"Fluvanna County Public Schools",Black,39,39,100,39,100
2020,DIV,"Fluvanna County Public Schools","Economically Disadvantaged",106,97,91.5,97,91.5
2020,DIV,"Fluvanna County Public Schools","English Learners",<,<,<,<,<
2020,DIV,"Fluvanna County Public Schools",Female,156,150,96.2,150,96.2
2020,DIV,"Fluvanna County Public Schools","Foster Care",<,<,100,<,100
2020,DIV,"Fluvanna County Public Schools",Hispanic,17,15,88.2,15,88.2
2020,DIV,"Fluvanna County Public Schools",Homeless,<,<,<,<,<
2020,DIV,"Fluvanna County Public Schools",Male,122,115,94.3,115,94.3
2020,DIV,"Fluvanna County Public Schools","Military Connected",<,<,100,<,100
2020,DIV,"Fluvanna County Public Schools","Multiple Races",17,15,88.2,15,88.2
2020,DIV,"Fluvanna County Public Schools","Students with Disabilities",37,33,89.2,33,89.2
2020,DIV,"Fluvanna County Public Schools",White,204,195,95.6,195,95.6
2020,DIV,"Franklin City Public Schools","All Students",88,79,89.8,81,92
2020,DIV,"Franklin City Public Schools",Black,67,60,89.6,62,92.5
2020,DIV,"Franklin City Public Schools","Economically Disadvantaged",58,52,89.7,54,93.1
2020,DIV,"Franklin City Public Schools","English Learners",<,<,100,<,100
2020,DIV,"Franklin City Public Schools",Female,48,44,91.7,46,95.8
2020,DIV,"Franklin City Public Schools","Foster Care",<,<,100,<,100
2020,DIV,"Franklin City Public Schools",Hispanic,<,<,100,<,100
2020,DIV,"Franklin City Public Schools",Homeless,<,<,<,<,<
2020,DIV,"Franklin City Public Schools",Male,40,35,87.5,35,87.5
2020,DIV,"Franklin City Public Schools","Multiple Races",<,<,100,<,100
2020,DIV,"Franklin City Public Schools","Students with Disabilities",<,<,<,<,<
2020,DIV,"Franklin City Public Schools",White,15,13,86.7,13,86.7
2020,DIV,"Franklin County Public Schools","All Students",492,457,92.9,457,92.9
2020,DIV,"Franklin County Public Schools","American Indian",<,<,100,<,100
2020,DIV,"Franklin County Public Schools",Asian,<,<,100,<,100
2020,DIV,"Franklin County Public Schools",Black,51,50,98,50,98
2020,DIV,"Franklin County Public Schools","Economically Disadvantaged",230,211,91.7,211,91.7
2020,DIV,"Franklin County Public Schools","English Learners",<,<,100,<,100
2020,DIV,"Franklin County Public Schools",Female,240,227,94.6,227,94.6
2020,DIV,"Franklin County Public Schools","Foster Care",<,<,<,<,<
2020,DIV,"Franklin County Public Schools",Hispanic,29,26,89.7,26,89.7
2020,DIV,"Franklin County Public Schools",Male,252,230,91.3,230,91.3
2020,DIV,"Franklin County Public Schools","Military Connected",<,<,<,<,<
2020,DIV,"Franklin County Public Schools","Multiple Races",32,31,96.9,31,96.9
2020,DIV,"Franklin County Public Schools","Native Hawaiian",<,<,100,<,100
2020,DIV,"Franklin County Public Schools","Students with Disabilities",83,71,85.5,71,85.5
2020,DIV,"Franklin County Public Schools",White,375,345,92,345,92
2020,DIV,"Frederick County Public Schools","All Students",1109,1038,93.6,1039,93.7
2020,DIV,"Frederick County Public Schools","American Indian",<,<,<,<,<
2020,DIV,"Frederick County Public Schools",Asian,18,18,100,18,100
2020,DIV,"Frederick County Public Schools",Black,46,40,87,40,87
2020,DIV,"Frederick County Public Schools","Economically Disadvantaged",282,256,90.8,256,90.8
2020,DIV,"Frederick County Public Schools","English Learners",50,41,82,41,82
2020,DIV,"Frederick County Public Schools",Female,533,511,95.9,512,96.1
2020,DIV,"Frederick County Public Schools","Foster Care",<,<,<,<,<
2020,DIV,"Frederick County Public Schools",Hispanic,196,169,86.2,169,86.2
2020,DIV,"Frederick County Public Schools",Homeless,20,16,80,16,80
2020,DIV,"Frederick County Public Schools",Male,576,527,91.5,527,91.5
2020,DIV,"Frederick County Public Schools","Multiple Races",47,44,93.6,44,93.6
2020,DIV,"Frederick County Public Schools","Native Hawaiian",<,<,100,<,100
2020,DIV,"Frederick County Public Schools","Students with Disabilities",132,121,91.7,121,91.7
2020,DIV,"Frederick County Public Schools",White,798,764,95.7,765,95.9
2020,DIV,"Fredericksburg City Public Schools","All Students",234,199,85,204,87.2
2020,DIV,"Fredericksburg City Public Schools","American Indian",<,<,100,<,100
2020,DIV,"Fredericksburg City Public Schools",Asian,11,11,100,11,100
2020,DIV,"Fredericksburg City Public Schools",Black,81,69,85.2,70,86.4
2020,DIV,"Fredericksburg City Public Schools","Economically Disadvantaged",93,70,75.3,74,79.6
2020,DIV,"Fredericksburg City Public Schools","English Learners",22,12,54.5,12,54.5
2020,DIV,"Fredericksburg City Public Schools",Female,117,102,87.2,105,89.7
2020,DIV,"Fredericksburg City Public Schools","Foster Care",<,<,<,<,<
2020,DIV,"Fredericksburg City Public Schools",Hispanic,47,32,68.1,35,74.5
2020,DIV,"Fredericksburg City Public Schools",Homeless,<,<,100,<,100
2020,DIV,"Fredericksburg City Public Schools",Male,117,97,82.9,99,84.6
2020,DIV,"Fredericksburg City Public Schools","Military Connected",<,<,100,<,100
2020,DIV,"Fredericksburg City Public Schools","Multiple Races",12,8,66.7,9,75
2020,DIV,"Fredericksburg City Public Schools","Native Hawaiian",<,<,100,<,100
2020,DIV,"Fredericksburg City Public Schools","Students with Disabilities",13,11,84.6,12,92.3
2020,DIV,"Fredericksburg City Public Schools",White,81,77,95.1,77,95.1
2020,DIV,"Galax City Public Schools","All Students",79,69,87.3,73,92.4
2020,DIV,"Galax City Public Schools",Black,<,<,<,<,<
2020,DIV,"Galax City Public Schools","Economically Disadvantaged",47,39,83,43,91.5
2020,DIV,"Galax City Public Schools","English Learners",10,8,80,8,80
2020,DIV,"Galax City Public Schools",Female,41,34,82.9,37,90.2
2020,DIV,"Galax City Public Schools","Foster Care",<,<,100,<,100
2020,DIV,"Galax City Public Schools",Hispanic,21,19,90.5,19,90.5
2020,DIV,"Galax City Public Schools",Homeless,<,<,100,<,100
2020,DIV,"Galax City Public Schools",Male,38,35,92.1,36,94.7
2020,DIV,"Galax City Public Schools","Multiple Races",<,<,<,<,<
2020,DIV,"Galax City Public Schools","Students with Disabilities",11,10,90.9,10,90.9
2020,DIV,"Galax City Public Schools",White,44,38,86.4,41,93.2
2020,DIV,"Giles County Public Schools","All Students",219,206,94.1,206,94.1
2020,DIV,"Giles County Public Schools",Asian,<,<,100,<,100
2020,DIV,"Giles County Public Schools",Black,<,<,<,<,<
2020,DIV,"Giles County Public Schools","Economically Disadvantaged",74,65,87.8,65,87.8
2020,DIV,"Giles County Public Schools",Female,109,103,94.5,103,94.5
2020,DIV,"Giles County Public Schools",Hispanic,<,<,<,<,<
2020,DIV,"Giles County Public Schools",Homeless,<,<,100,<,100
2020,DIV,"Giles County Public Schools",Male,110,103,93.6,103,93.6
2020,DIV,"Giles County Public Schools","Military Connected",<,<,100,<,100
2020,DIV,"Giles County Public Schools","Multiple Races",<,<,100,<,100
2020,DIV,"Giles County Public Schools","Students with Disabilities",33,29,87.9,29,87.9
2020,DIV,"Giles County Public Schools",White,206,195,94.7,195,94.7
2020,DIV,"Gloucester County Public Schools","All Students",430,401,93.3,408,94.9
2020,DIV,"Gloucester County Public Schools","American Indian",<,<,100,<,100
2020,DIV,"Gloucester County Public Schools",Asian,<,<,100,<,100
2020,DIV,"Gloucester County Public Schools",Black,29,28,96.6,28,96.6
2020,DIV,"Gloucester County Public Schools","Economically Disadvantaged",182,154,84.6,161,88.5
2020,DIV,"Gloucester County Public Schools","English Learners",<,<,100,<,100
2020,DIV,"Gloucester County Public Schools",Female,190,183,96.3,184,96.8
2020,DIV,"Gloucester County Public Schools",Hispanic,13,11,84.6,12,92.3
2020,DIV,"Gloucester County Public Schools",Homeless,<,<,100,<,100
2020,DIV,"Gloucester County Public Schools",Male,240,218,90.8,224,93.3
2020,DIV,"Gloucester County Public Schools","Military Connected",35,35,100,35,100
2020,DIV,"Gloucester County Public Schools","Multiple Races",19,14,73.7,15,78.9
2020,DIV,"Gloucester County Public Schools","Students with Disabilities",57,53,93,53,93
2020,DIV,"Gloucester County Public Schools",White,363,342,94.2,347,95.6
2020,DIV,"Goochland County Public Schools","All Students",214,208,97.2,210,98.1
2020,DIV,"Goochland County Public Schools","American Indian",<,<,100,<,100
2020,DIV,"Goochland County Public Schools",Asian,<,<,100,<,100
2020,DIV,"Goochland County Public Schools",Black,24,22,91.7,23,95.8
2020,DIV,"Goochland County Public Schools","Economically Disadvantaged",43,39,90.7,40,93
2020,DIV,"Goochland County Public Schools","English Learners",<,<,<,<,<
2020,DIV,"Goochland County Public Schools",Female,115,113,98.3,113,98.3
2020,DIV,"Goochland County Public Schools","Foster Care",<,<,<,<,<
2020,DIV,"Goochland County Public Schools",Hispanic,17,15,88.2,15,88.2
2020,DIV,"Goochland County Public Schools",Homeless,<,<,<,<,<
2020,DIV,"Goochland County Public Schools",Male,99,95,96,97,98
2020,DIV,"Goochland County Public Schools","Military Connected",<,<,100,<,100
2020,DIV,"Goochland County Public Schools","Multiple Races",<,<,100,<,100
2020,DIV,"Goochland County Public Schools","Students with Disabilities",23,22,95.7,22,95.7
2020,DIV,"Goochland County Public Schools",White,160,158,98.8,159,99.4
2020,DIV,"Grayson County Public Schools","All Students",130,129,99.2,130,100
2020,DIV,"Grayson County Public Schools","American Indian",<,<,100,<,100
2020,DIV,"Grayson County Public Schools",Black,<,<,100,<,100
2020,DIV,"Grayson County Public Schools","Economically Disadvantaged",73,72,98.6,73,100
2020,DIV,"Grayson County Public Schools","English Learners",<,<,100,<,100
2020,DIV,"Grayson County Public Schools",Female,71,70,98.6,71,100
2020,DIV,"Grayson County Public Schools","Foster Care",<,<,100,<,100
2020,DIV,"Grayson County Public Schools",Hispanic,10,10,100,10,100
2020,DIV,"Grayson County Public Schools",Male,59,59,100,59,100
2020,DIV,"Grayson County Public Schools","Students with Disabilities",23,23,100,23,100
2020,DIV,"Grayson County Public Schools",White,114,113,99.1,114,100
2020,DIV,"Greene County Public Schools","All Students",230,215,93.5,215,93.5
2020,DIV,"Greene County Public Schools",Asian,<,<,100,<,100
2020,DIV,"Greene County Public Schools",Black,17,15,88.2,15,88.2
2020,DIV,"Greene County Public Schools","Economically Disadvantaged",87,78,89.7,78,89.7
2020,DIV,"Greene County Public Schools","English Learners",<,<,<,<,<
2020,DIV,"Greene County Public Schools",Female,109,107,98.2,107,98.2
2020,DIV,"Greene County Public Schools","Foster Care",<,<,<,<,<
2020,DIV,"Greene County Public Schools",Hispanic,23,22,95.7,22,95.7
2020,DIV,"Greene County Public Schools",Male,121,108,89.3,108,89.3
2020,DIV,"Greene County Public Schools","Military Connected",12,12,100,12,100
2020,DIV,"Greene County Public Schools","Multiple Races",13,13,100,13,100
2020,DIV,"Greene County Public Schools","Students with Disabilities",19,19,100,19,100
2020,DIV,"Greene County Public Schools",White,172,160,93,160,93
2020,DIV,"Greensville County Public Schools","All Students",179,163,91.1,163,91.1
2020,DIV,"Greensville County Public Schools","American Indian",<,<,100,<,100
2020,DIV,"Greensville County Public Schools",Asian,<,<,100,<,100
2020,DIV,"Greensville County Public Schools",Black,122,109,89.3,109,89.3
2020,DIV,"Greensville County Public Schools","Economically Disadvantaged",109,96,88.1,96,88.1
2020,DIV,"Greensville County Public Schools","English Learners",<,<,100,<,100
2020,DIV,"Greensville County Public Schools",Female,79,74,93.7,74,93.7
2020,DIV,"Greensville County Public Schools","Foster Care",<,<,100,<,100
2020,DIV,"Greensville County Public Schools",Hispanic,<,<,100,<,100
2020,DIV,"Greensville County Public Schools",Male,100,89,89,89,89
2020,DIV,"Greensville County Public Schools","Military Connected",<,<,100,<,100
2020,DIV,"Greensville County Public Schools","Students with Disabilities",28,27,96.4,27,96.4
2020,DIV,"Greensville County Public Schools",White,49,46,93.9,46,93.9
2020,DIV,"Halifax County Public Schools","All Students",356,319,89.6,320,89.9
2020,DIV,"Halifax County Public Schools","American Indian",<,<,100,<,100
2020,DIV,"Halifax County Public Schools",Asian,<,<,100,<,100
2020,DIV,"Halifax County Public Schools",Black,147,132,89.8,132,89.8
2020,DIV,"Halifax County Public Schools","Economically Disadvantaged",180,148,82.2,149,82.8
2020,DIV,"Halifax County Public Schools","English Learners",<,<,100,<,100
2020,DIV,"Halifax County Public Schools",Female,161,150,93.2,150,93.2
2020,DIV,"Halifax County Public Schools",Hispanic,11,8,72.7,8,72.7
2020,DIV,"Halifax County Public Schools",Homeless,<,<,100,<,100
2020,DIV,"Halifax County Public Schools",Male,195,169,86.7,170,87.2
2020,DIV,"Halifax County Public Schools","Multiple Races",<,<,<,<,<
2020,DIV,"Halifax County Public Schools","Students with Disabilities",51,45,88.2,45,88.2
2020,DIV,"Halifax County Public Schools",White,188,170,90.4,171,91
2020,DIV,"Hampton City Public Schools","All Students",1466,1420,96.9,1431,97.6
2020,DIV,"Hampton City Public Schools","American Indian",<,<,100,<,100
2020,DIV,"Hampton City Public Schools",Asian,34,34,100,34,100
2020,DIV,"Hampton City Public Schools",Black,943,912,96.7,919,97.5
2020,DIV,"Hampton City Public Schools","Economically Disadvantaged",863,834,96.6,841,97.5
2020,DIV,"Hampton City Public Schools","English Learners",19,18,94.7,18,94.7
2020,DIV,"Hampton City Public Schools",Female,718,704,98.1,706,98.3
2020,DIV,"Hampton City Public Schools",Hispanic,79,77,97.5,78,98.7
2020,DIV,"Hampton City Public Schools",Homeless,23,22,95.7,22,95.7
2020,DIV,"Hampton City Public Schools",Male,748,716,95.7,725,96.9
2020,DIV,"Hampton City Public Schools","Military Connected",56,56,100,56,100
2020,DIV,"Hampton City Public Schools","Multiple Races",84,82,97.6,82,97.6
2020,DIV,"Hampton City Public Schools","Native Hawaiian",<,<,100,<,100
2020,DIV,"Hampton City Public Schools","Students with Disabilities",207,205,99,205,99
2020,DIV,"Hampton City Public Schools",White,319,308,96.6,311,97.5
2020,DIV,"Hanover County Public Schools","All Students",1471,1406,95.6,1419,96.5
2020,DIV,"Hanover County Public Schools","American Indian",<,<,100,<,100
2020,DIV,"Hanover County Public Schools",Asian,27,25,92.6,26,96.3
2020,DIV,"Hanover County Public Schools",Black,130,124,95.4,124,95.4
2020,DIV,"Hanover County Public Schools","Economically Disadvantaged",362,323,89.2,330,91.2
2020,DIV,"Hanover County Public Schools","English Learners",28,17,60.7,18,64.3
2020,DIV,"Hanover County Public Schools",Female,710,692,97.5,695,97.9
2020,DIV,"Hanover County Public Schools","Foster Care",<,<,<,<,<
2020,DIV,"Hanover County Public Schools",Hispanic,84,73,86.9,73,86.9
2020,DIV,"Hanover County Public Schools",Homeless,<,<,<,<,<
2020,DIV,"Hanover County Public Schools",Male,761,714,93.8,724,95.1
2020,DIV,"Hanover County Public Schools","Military Connected",19,19,100,19,100
2020,DIV,"Hanover County Public Schools","Multiple Races",49,46,93.9,46,93.9
2020,DIV,"Hanover County Public Schools","Native Hawaiian",<,<,<,<,<
2020,DIV,"Hanover County Public Schools","Students with Disabilities",197,166,84.3,172,87.3
2020,DIV,"Hanover County Public Schools",White,1176,1134,96.4,1146,97.4
2020,DIV,"Harrisonburg City Public Schools","All Students",441,390,88.4,395,89.6
2020,DIV,"Harrisonburg City Public Schools",Asian,14,13,92.9,13,92.9
2020,DIV,"Harrisonburg City Public Schools",Black,50,47,94,47,94
2020,DIV,"Harrisonburg City Public Schools","Economically Disadvantaged",295,256,86.8,260,88.1
2020,DIV,"Harrisonburg City Public Schools","English Learners",152,120,78.9,121,79.6
2020,DIV,"Harrisonburg City Public Schools",Female,233,212,91,214,91.8
2020,DIV,"Harrisonburg City Public Schools",Hispanic,227,194,85.5,195,85.9
2020,DIV,"Harrisonburg City Public Schools",Male,208,178,85.6,181,87
2020,DIV,"Harrisonburg City Public Schools","Military Connected",<,<,100,<,100
2020,DIV,"Harrisonburg City Public Schools","Multiple Races",13,13,100,13,100
2020,DIV,"Harrisonburg City Public Schools","Students with Disabilities",32,29,90.6,30,93.8
2020,DIV,"Harrisonburg City Public Schools",White,137,123,89.8,127,92.7
2020,DIV,"Henrico County Public Schools","All Students",4007,3628,90.5,3663,91.4
2020,DIV,"Henrico County Public Schools","American Indian",<,<,100,<,100
2020,DIV,"Henrico County Public Schools",Asian,394,385,97.7,387,98.2
2020,DIV,"Henrico County Public Schools",Black,1440,1281,89,1294,89.9
2020,DIV,"Henrico County Public Schools","Economically Disadvantaged",1637,1391,85,1413,86.3
2020,DIV,"Henrico County Public Schools","English Learners",268,168,62.7,172,64.2
2020,DIV,"Henrico County Public Schools",Female,1942,1813,93.4,1828,94.1
2020,DIV,"Henrico County Public Schools","Foster Care",28,16,57.1,19,67.9
2020,DIV,"Henrico County Public Schools",Hispanic,379,273,72,274,72.3
2020,DIV,"Henrico County Public Schools",Homeless,47,37,78.7,37,78.7
2020,DIV,"Henrico County Public Schools",Male,2065,1815,87.9,1835,88.9
2020,DIV,"Henrico County Public Schools","Military Connected",38,38,100,38,100
2020,DIV,"Henrico County Public Schools","Multiple Races",196,186,94.9,188,95.9
2020,DIV,"Henrico County Public Schools","Native Hawaiian",<,<,100,<,100
2020,DIV,"Henrico County Public Schools","Students with Disabilities",492,408,82.9,420,85.4
2020,DIV,"Henrico County Public Schools",White,1587,1492,94,1509,95.1
2020,DIV,"Henry County Public Schools","All Students",544,496,91.2,510,93.8
2020,DIV,"Henry County Public Schools",Asian,<,<,100,<,100
2020,DIV,"Henry County Public Schools",Black,121,114,94.2,116,95.9
2020,DIV,"Henry County Public Schools","Economically Disadvantaged",276,243,88,251,90.9
2020,DIV,"Henry County Public Schools","English Learners",20,13,65,15,75
2020,DIV,"Henry County Public Schools",Female,253,235,92.9,237,93.7
2020,DIV,"Henry County Public Schools","Foster Care",<,<,<,<,<
2020,DIV,"Henry County Public Schools",Hispanic,68,59,86.8,62,91.2
2020,DIV,"Henry County Public Schools",Homeless,<,<,<,<,<
2020,DIV,"Henry County Public Schools",Male,291,261,89.7,273,93.8
2020,DIV,"Henry County Public Schools","Military Connected",<,<,100,<,100
2020,DIV,"Henry County Public Schools","Multiple Races",29,27,93.1,28,96.6
2020,DIV,"Henry County Public Schools","Students with Disabilities",54,50,92.6,51,94.4
2020,DIV,"Henry County Public Schools",White,325,295,90.8,303,93.2
2020,DIV,"Highland County Public Schools","All Students",22,19,86.4,19,86.4
2020,DIV,"Highland County Public Schools","Economically Disadvantaged",13,10,76.9,10,76.9
2020,DIV,"Highland County Public Schools",Female,11,11,100,11,100
2020,DIV,"Highland County Public Schools",Hispanic,<,<,100,<,100
2020,DIV,"Highland County Public Schools",Male,11,8,72.7,8,72.7
2020,DIV,"Highland County Public Schools","Students with Disabilities",<,<,<,<,<
2020,DIV,"Highland County Public Schools",White,21,18,85.7,18,85.7
2020,DIV,"Hopewell City Public Schools","All Students",312,265,84.9,265,84.9
2020,DIV,"Hopewell City Public Schools","American Indian",<,<,<,<,<
2020,DIV,"Hopewell City Public Schools",Asian,<,<,100,<,100
2020,DIV,"Hopewell City Public Schools",Black,189,169,89.4,169,89.4
2020,DIV,"Hopewell City Public Schools","Economically Disadvantaged",288,248,86.1,248,86.1
2020,DIV,"Hopewell City Public Schools","English Learners",20,14,70,14,70
2020,DIV,"Hopewell City Public Schools",Female,146,132,90.4,132,90.4
2020,DIV,"Hopewell City Public Schools",Hispanic,32,27,84.4,27,84.4
2020,DIV,"Hopewell City Public Schools",Homeless,<,<,<,<,<
2020,DIV,"Hopewell City Public Schools",Male,166,133,80.1,133,80.1
2020,DIV,"Hopewell City Public Schools","Military Connected",<,<,<,<,<
2020,DIV,"Hopewell City Public Schools","Multiple Races",<,<,100,<,100
2020,DIV,"Hopewell City Public Schools","Students with Disabilities",51,38,74.5,38,74.5
2020,DIV,"Hopewell City Public Schools",White,83,62,74.7,62,74.7
2020,DIV,"Isle of Wight County Public Schools","All Students",485,463,95.5,471,97.1
2020,DIV,"Isle of Wight County Public Schools","American Indian",<,<,100,<,100
2020,DIV,"Isle of Wight County Public Schools",Asian,<,<,100,<,100
2020,DIV,"Isle of Wight County Public Schools",Black,129,123,95.3,123,95.3
2020,DIV,"Isle of Wight County Public Schools","Economically Disadvantaged",167,154,92.2,160,95.8
2020,DIV,"Isle of Wight County Public Schools","English Learners",<,<,<,<,<
2020,DIV,"Isle of Wight County Public Schools",Female,242,231,95.5,235,97.1
2020,DIV,"Isle of Wight County Public Schools","Foster Care",<,<,100,<,100
2020,DIV,"Isle of Wight County Public Schools",Hispanic,29,26,89.7,26,89.7
2020,DIV,"Isle of Wight County Public Schools",Homeless,<,<,100,<,100
2020,DIV,"Isle of Wight County Public Schools",Male,243,232,95.5,236,97.1
2020,DIV,"Isle of Wight County Public Schools","Military Connected",13,13,100,13,100
2020,DIV,"Isle of Wight County Public Schools","Multiple Races",23,20,87,22,95.7
2020,DIV,"Isle of Wight County Public Schools","Students with Disabilities",57,54,94.7,56,98.2
2020,DIV,"Isle of Wight County Public Schools",White,298,288,96.6,294,98.7
2020,DIV,"King George County Public Schools","All Students",325,301,92.6,303,93.2
2020,DIV,"King George County Public Schools","American Indian",<,<,100,<,100
2020,DIV,"King George County Public Schools",Asian,<,<,100,<,100
2020,DIV,"King George County Public Schools",Black,51,49,96.1,49,96.1
2020,DIV,"King George County Public Schools","Economically Disadvantaged",94,82,87.2,83,88.3
2020,DIV,"King George County Public Schools","English Learners",<,<,<,<,<
2020,DIV,"King George County Public Schools",Female,154,145,94.2,147,95.5
2020,DIV,"King George County Public Schools","Foster Care",<,<,100,<,100
2020,DIV,"King George County Public Schools",Hispanic,23,21,91.3,21,91.3
2020,DIV,"King George County Public Schools",Homeless,<,<,100,<,100
2020,DIV,"King George County Public Schools",Male,171,156,91.2,156,91.2
2020,DIV,"King George County Public Schools","Military Connected",24,23,95.8,23,95.8
2020,DIV,"King George County Public Schools","Multiple Races",31,28,90.3,29,93.5
2020,DIV,"King George County Public Schools","Native Hawaiian",<,<,100,<,100
2020,DIV,"King George County Public Schools","Students with Disabilities",41,38,92.7,38,92.7
2020,DIV,"King George County Public Schools",White,213,196,92,197,92.5
2020,DIV,"King William County Public Schools","All Students",187,169,90.4,170,90.9
2020,DIV,"King William County Public Schools","American Indian",<,<,100,<,100
2020,DIV,"King William County Public Schools",Asian,<,<,100,<,100
2020,DIV,"King William County Public Schools",Black,32,28,87.5,28,87.5
2020,DIV,"King William County Public Schools","Economically Disadvantaged",69,59,85.5,60,87
2020,DIV,"King William County Public Schools","English Learners",<,<,100,<,100
2020,DIV,"King William County Public Schools",Female,85,77,90.6,78,91.8
2020,DIV,"King William County Public Schools",Hispanic,<,<,<,<,<
2020,DIV,"King William County Public Schools",Homeless,<,<,100,<,100
2020,DIV,"King William County Public Schools",Male,102,92,90.2,92,90.2
2020,DIV,"King William County Public Schools","Military Connected",<,<,<,<,<
2020,DIV,"King William County Public Schools","Multiple Races",<,<,<,<,<
2020,DIV,"King William County Public Schools","Students with Disabilities",23,18,78.3,18,78.3
2020,DIV,"King William County Public Schools",White,137,125,91.2,125,91.2
2020,DIV,"King and Queen County Public Schools","All Students",32,29,90.6,29,90.6
2020,DIV,"King and Queen County Public Schools",Black,12,10,83.3,10,83.3
2020,DIV,"King and Queen County Public Schools","Economically Disadvantaged",15,12,80,12,80
2020,DIV,"King and Queen County Public Schools","English Learners",<,<,100,<,100
2020,DIV,"King and Queen County Public Schools",Female,18,16,88.9,16,88.9
2020,DIV,"King and Queen County Public Schools",Hispanic,<,<,100,<,100
2020,DIV,"King and Queen County Public Schools",Homeless,<,<,<,<,<
2020,DIV,"King and Queen County Public Schools",Male,14,13,92.9,13,92.9
2020,DIV,"King and Queen County Public Schools","Military Connected",<,<,100,<,100
2020,DIV,"King and Queen County Public Schools","Multiple Races",<,<,100,<,100
2020,DIV,"King and Queen County Public Schools","Students with Disabilities",<,<,100,<,100
2020,DIV,"King and Queen County Public Schools",White,12,11,91.7,11,91.7
2020,DIV,"Lancaster County Public Schools","All Students",94,84,89.4,84,89.4
2020,DIV,"Lancaster County Public Schools",Asian,<,<,100,<,100
2020,DIV,"Lancaster County Public Schools",Black,45,40,88.9,40,88.9
2020,DIV,"Lancaster County Public Schools","Economically Disadvantaged",68,58,85.3,58,85.3
2020,DIV,"Lancaster County Public Schools",Female,50,48,96,48,96
2020,DIV,"Lancaster County Public Schools",Homeless,<,<,<,<,<
2020,DIV,"Lancaster County Public Schools",Male,44,36,81.8,36,81.8
2020,DIV,"Lancaster County Public Schools","Multiple Races",<,<,100,<,100
2020,DIV,"Lancaster County Public Schools","Students with Disabilities",13,12,92.3,12,92.3
2020,DIV,"Lancaster County Public Schools",White,43,38,88.4,38,88.4
2020,DIV,"Lee County Public Schools","All Students",228,201,88.2,206,90.4
2020,DIV,"Lee County Public Schools",Asian,<,<,100,<,100
2020,DIV,"Lee County Public Schools",Black,<,<,100,<,100
2020,DIV,"Lee County Public Schools","Economically Disadvantaged",126,101,80.2,106,84.1
2020,DIV,"Lee County Public Schools","English Learners",<,<,100,<,100
2020,DIV,"Lee County Public Schools",Female,117,104,88.9,107,91.5
2020,DIV,"Lee County Public Schools","Foster Care",<,<,<,<,<
2020,DIV,"Lee County Public Schools",Hispanic,<,<,100,<,100
2020,DIV,"Lee County Public Schools",Male,111,97,87.4,99,89.2
2020,DIV,"Lee County Public Schools","Multiple Races",<,<,100,<,100
2020,DIV,"Lee County Public Schools","Students with Disabilities",28,25,89.3,26,92.9
2020,DIV,"Lee County Public Schools",White,221,194,87.8,199,90
2020,DIV,"Loudoun County Public Schools","All Students",6498,6343,97.6,6370,98
2020,DIV,"Loudoun County Public Schools","American Indian",16,15,93.8,15,93.8
2020,DIV,"Loudoun County Public Schools",Asian,1306,1297,99.3,1297,99.3
2020,DIV,"Loudoun County Public Schools",Black,444,436,98.2,436,98.2
2020,DIV,"Loudoun County Public Schools","Economically Disadvantaged",1404,1300,92.6,1312,93.4
2020,DIV,"Loudoun County Public Schools","English Learners",535,457,85.4,465,86.9
2020,DIV,"Loudoun County Public Schools",Female,3284,3229,98.3,3239,98.6
2020,DIV,"Loudoun County Public Schools","Foster Care",<,<,100,<,100
2020,DIV,"Loudoun County Public Schools",Hispanic,1112,1008,90.6,1021,91.8
2020,DIV,"Loudoun County Public Schools",Homeless,108,77,71.3,80,74.1
2020,DIV,"Loudoun County Public Schools",Male,3211,3111,96.9,3128,97.4
2020,DIV,"Loudoun County Public Schools","Military Connected",90,90,100,90,100
2020,DIV,"Loudoun County Public Schools","Multiple Races",334,329,98.5,331,99.1
